account_number,acct_name,cusip,asset_name,shares,market_value
7961640,Loomis Sayles,866674104,SUN COMMUNITIES INC,2543,247586
7961640,Loomis Sayles,78486Q101,SVB FINANCIAL GROUP,1191,378416
7961640,Loomis Sayles,871607107,SYNOPSYS INC,2820,252277
7961640,Loomis Sayles,879360105,TELEDYNE TECHNOLOGIES INC,1347,276943
7961640,Loomis Sayles,879369106,TELEFLEX INC,1234,332032
7961640,Loomis Sayles,880770102,TERADYNE INC,3725,146430
7961640,Loomis Sayles,892356106,TRACTOR SUPPLY CO,2793,209838
7961640,Loomis Sayles,89400J107,TRANSUNION,2651,183052
7961640,Loomis Sayles,913903100,UNIVERSAL HEALTH SVCS INC,1044,119173
7961640,Loomis Sayles,90346E103,US SILICA HOLDINGS INC,3721,112411
7961640,Loomis Sayles,92214X106,VAREX IMAGING CORP,3711,138457
7961640,Loomis Sayles,92220P105,VARIAN MEDICAL SYSTEMS INC,902,108357
7961640,Loomis Sayles,92532W103,VERSUM MATERIALS INC,4135,167468
7961640,Loomis Sayles,92839U206,VISTEON CORP,920,115800
7961640,Loomis Sayles,92840M102,VISTRA ENERGY CORP,18180,442501
7961640,Loomis Sayles,92927K102,WABCO HLDGS INC,1993,243246
7961640,Loomis Sayles,929740108,WABTEC CORP,3615,361175
7961640,Loomis Sayles,94946T106,"WELLCARE HEALTH PLANS, INC.",898,199985
7961640,Loomis Sayles,96208T104,WEX INC,2307,409839
7961640,Loomis Sayles,38388F108,WR GRACE & CO,3310,241001
7961640,Loomis Sayles,98310W108,WYNDHAM DESTINATIONS INC,3411,166150
7961640,Loomis Sayles,98311A105,WYNDHAM HOTELS & RESORTS INC,3411,209435
7966860,ARISTOTLE,00287Y109,ABBVIE INC,13400,1313870
7966860,ARISTOTLE,00404A109,ACADIA HEALTHCARE,23800,947954
7966860,ARISTOTLE,00724F101,ADOBE SYS INC,10493,2636996
7966860,ARISTOTLE,00130H105,AES CORP,67700,865883
7966860,ARISTOTLE,03076C106,AMERIPRISE FINANCIAL INC.,9600,1346400
7966860,ARISTOTLE,031162100,AMGEN INC,7900,1450203
7966860,ARISTOTLE,03662Q105,ANSYS INC,8200,1359560
7966860,ARISTOTLE,039483102,ARCHER DANIELS MIDLAND CO,21700,950894
7966860,ARISTOTLE,05946K101,BANCO BILBAO VIZCAYA SPONSORED,161300,1125874
7966860,ARISTOTLE,060505104,BANK OF AMERICA CORP,60400,1775760
7966860,ARISTOTLE,05561Q201,BOK FINANCIAL CORPORATION,8700,891750
7966860,ARISTOTLE,14040H105,CAPITAL ONE FINANCIAL CORP,12600,1194102
7966860,ARISTOTLE,H1467J104,CHUBB LTD,8000,1046240
7966860,ARISTOTLE,191216100,COCA COLA CO,31460,1356555
7966860,ARISTOTLE,229899109,CULLEN FROST BANKERS INC,7800,903474
7966860,ARISTOTLE,235851102,DANAHER CORP,15600,1569204
7966860,ARISTOTLE,27579R104,EAST WEST BANCORP INC,18000,1280340
7966860,ARISTOTLE,26884L109,EQT CORPORATION,15400,799414
7966860,ARISTOTLE,369550108,GENERAL DYNAMICS CORP,7100,1444637
7966860,ARISTOTLE,406216101,HALLIBURTON CO,24750,1214730
7966860,ARISTOTLE,437076102,HOME DEPOT INC,9800,1836030
7966860,ARISTOTLE,G51502105,JOHNSON CONTROLS INTERNATIONAL PLC,33800,1140074
7966860,ARISTOTLE,46625H100,JP MORGAN CHASE & CO,9500,1029800
7966860,ARISTOTLE,501044101,KROGER CO,37500,915750
7966860,ARISTOTLE,526057302,LENNAR CORP - B SHS,458,18920
7966860,ARISTOTLE,526057104,LENNAR CORP-CL A,24000,1238880
7966860,ARISTOTLE,573284106,MARTIN MARIETTA MATLS INC,6500,1463475
7966860,ARISTOTLE,G5960L103,MEDTRONIC PLC,16100,1414063
7966860,ARISTOTLE,595017104,MICROCHIP TECHNOLOGY INC,18500,1869425
7966860,ARISTOTLE,594918104,MICROSOFT CORP,19000,1915010
7966860,ARISTOTLE,606822104,MITSUBISHI UFJ FINANCIAL-SPONSORED,119800,736770
7966860,ARISTOTLE,609207105,MONDELEZ INTERNATIONAL INC,23200,917792
7966860,ARISTOTLE,636180101,NATIONAL FUEL GAS CO,20500,1077685
7966860,ARISTOTLE,66987V109,NOVARTIS AG SPONSORED,13300,1005480
7966860,ARISTOTLE,688239201,OSHKOSH CORP,17900,1321378
7966860,ARISTOTLE,70450Y103,PAYPAL HOLDINGS INC,17200,1431900
7966860,ARISTOTLE,718546104,PHILLIPS 66,14200,1689800
7966860,ARISTOTLE,723787107,PIONEER NATURAL RESOURCES CO,5300,1017123
7966860,ARISTOTLE,693506107,PPG INDUSTRIES INC,12100,1234321
7966860,ARISTOTLE,835699307,SONY CORP SPONSORED,24900,1186983
7966860,ARISTOTLE,904784709,UNILEVER NV NY SHARES,22100,1235832
7966860,ARISTOTLE,931427108,WALGREENS BOOTS ALLIANCE INC,15600,980616
