acctid,Account,Name,CUSIP,Shares,Market Value,Ticker
AFL-AGC-2,QVM, TE CONNECTIVITY LTD SEDOL #B62B7C3 ISIN #CH0102993182 ,H84989104,4300,355309,TEL
AFL-AGC-2,QVM, TRANSOCEAN LTD ,H8817H100,9800,103782,RIG
AFL-AGC-2,QVM, LYONDELLBASELL INDUSTRIES - CL A SEDOL #B3SPXZ3 ISIN #NL0009434992 ,N53745100,600,59868,LYB
AFL-AGC-2,QVM, ROYAL CARIBBEAN CRUISES LTD ,V7780T103,1800,212778,RCL
AFL-AGC-3,WELFARE PLAN-FIXED, AT&T INC CALLABLE DTD 05/04/2015 2.45% 06/30/2020-2020 ,00206RCL4,100000,100825,
AFL-AGC-3,WELFARE PLAN-FIXED, ALABAMA POWER CO CALLABLE 5.875% 12/01/2022 ,010392EB0,70000,80888,
AFL-AGC-3,WELFARE PLAN-FIXED, ALA ST PUB SCH & COLLEGE AUTH CAP IMPT POOL-QUAL SCH CONS BDS FED TAXABLE NON CALLABLE REV BD 8/26/10 5.15% 09/01/2027 ,0106085M5,65000,76483,
AFL-AGC-3,WELFARE PLAN-FIXED, ALLSTATE CORP DTD 5/13/09 7.45% 05/16/2019 ,020002AX9,50000,54343,
AFL-AGC-3,WELFARE PLAN-FIXED, BANK OF AMERICA CORP DTD 06/22/2010 5.625% 07/01/2020 ,06051GEC9,90000,98017,
AFL-AGC-3,WELFARE PLAN-FIXED, BRANCH BANKING & TRUST SERIES BKNT CALLABLE DTD 09/26/2013 2.3% 10/15/2018-2018 ,07330NAD7,35000,35203,
AFL-AGC-3,WELFARE PLAN-FIXED, BRANCH BANKING & TRUST CALLABLE DTD 01/26/2017 2.625% 01/15/2022-2021 ,07330NAQ8,90000,91506,
AFL-AGC-3,WELFARE PLAN-FIXED, BERKSHIRE HATHAWAY FIN DTD 05/15/2012 3% 05/15/2022 ,084664BT7,70000,72447,
AFL-AGC-3,WELFARE PLAN-FIXED, BERKSHIRE HATHAWAY INC CALLABLE DTD 03/15/2016 3.125% 03/15/2026-2025 ,084670BS6,50000,50725,
AFL-AGC-3,WELFARE PLAN-FIXED, CATERPILLAR INC DTD 05/27/2011 3.9% 05/27/2021 ,149123BV2,55000,58361,
AFL-AGC-3,WELFARE PLAN-FIXED, CHEVRON CORP CALLABLE DTD 06/24/2013 3.191% 06/24/2023-2023 ,166764AH3,95000,98574,
AFL-AGC-3,WELFARE PLAN-FIXED, CITIGROUP INC CALLABLE DTD 10/21/2016 3.2% 10/21/2026-2026 ,172967KY6,100000,98464,
AFL-AGC-3,WELFARE PLAN-FIXED, DEERE & COMPANY CALLABLE DTD 06/08/2012 2.6% 06/08/2022-2022 ,244199BE4,75000,75942,
AFL-AGC-3,WELFARE PLAN-FIXED, EXXON MOBIL CORP CALLABLE DTD 03/20/2014 3.176% 03/15/2024-2023 ,30231GAC6,95000,98625,
AFL-AGC-3,WELFARE PLAN-FIXED, FAIRFAX CNTY VA BUILD AMERICA BONDS-SER E-TAXABL FED TAXABLE NON CALLABLE INSD:ST AID WITHL G/O 10/28/2009 4.15% 10/01/2018 ,3038204C5,30000,30800,
AFL-AGC-3,WELFARE PLAN-FIXED, FEDERAL HOME LOAN MORTGAGE CORP POOL# G15532 DTD 08/01/2015 4% 08/01/2030 ,3128MELM1,47912.46,51297,
AFL-AGC-3,WELFARE PLAN-FIXED, FEDERAL HOME LOAN MTGE CORP POOL #WA2801 DTD 03/01/2017 3.49% 10/01/2033 ,3132WWKP6,58775.42,59778,
AFL-AGC-3,WELFARE PLAN-FIXED, FEDERAL HOME LOAN MTG CORP VAR RT POOL #WN0007 DTD 05/01/2017 3.42% 10/01/2033 ,3132XEAH4,40000,41190,
AFL-AGC-3,WELFARE PLAN-FIXED, FEDERAL FARM CREDIT BANK FLT RT DTD 09/25/2017 09/25/2020 ,3133EHZK2,90000,89921,
AFL-AGC-3,WELFARE PLAN-FIXED, FANNIE MAE SERIES 2013-10 CLASS GD DTD 01/01/2013 2% 02/25/2033 ,3136ACED9,61890.77,61344,
AFL-AGC-3,WELFARE PLAN-FIXED, FEDERAL NATIONAL MORTGAGE ASSN SERIES 2014-M1 CLASS ASQ2 DTD 01/01/2014 2.323% 11/25/2018 ,3136AHUV0,57604.91,57952,
AFL-AGC-3,WELFARE PLAN-FIXED, FEDERAL NATIONAL MORTGAGE ASSN SERIES 2016-42 CL GN DTD 06/01/16 2.5% 09/25/2045 ,3136AS2M7,62790.05,63788,
AFL-AGC-3,WELFARE PLAN-FIXED, FREDDIE MAC SERIES K023 CLASS A2 DTD 12/01/2012 2.307% 08/25/2022 ,3137AWQH1,40000,40489,
AFL-AGC-3,WELFARE PLAN-FIXED, FEDERAL NATIONAL MORTGAGE ASSN POOL #464690 DTD 03/01/2010 4.54% 03/01/2020 ,31381MF75,18437.78,19435,
AFL-AGC-3,WELFARE PLAN-FIXED, FEDERAL NATIONAL MORTGAGE ASSN POOL #464933 DTD 05/01/2010 4.185% 04/01/2020 ,31381MPS8,14164.16,14836,
AFL-AGC-3,WELFARE PLAN-FIXED, FEDERAL NATIONAL MORTGAGE ASSN POOL# AS0082 DTD 07/01/2013 3.5% 08/01/2043 ,3138W9CU2,73040.98,75994,
AFL-AGC-3,WELFARE PLAN-FIXED, FEDERAL NATIONAL MORTGAGE ASSN POOL #BM1491 FLT RT DTD 07/01/2017 3.204% 01/01/2024 ,3140J5UR8,64654.92,65311,
AFL-AGC-3,WELFARE PLAN-FIXED, FEDERAL NATIONAL MORTGAGE ASSN POOL #984262 DTD 05/01/2008 6% 06/01/2023 ,31415MMK8,6897.71,7394,
AFL-AGC-3,WELFARE PLAN-FIXED, FEDERAL NATIONAL MORTGAGE ASSN POOL #MA1443 DTD 04/01/2013 2% 05/01/2023 ,31418AS90,88506.18,88873,
AFL-AGC-3,WELFARE PLAN-FIXED, FEDERAL NATIONAL MORTGAGE ASSN POOL #MA1529 DTD 07/01/2013 2.5% 08/01/2023 ,31418AVX3,58176.86,58880,
AFL-AGC-3,WELFARE PLAN-FIXED, FEDERAL NATIONAL MORTGAGE ASSN POOL# AD0766 DTD 02/01/2010 7% 08/01/2036 ,31418MZ88,30371.73,35936,
AFL-AGC-3,WELFARE PLAN-FIXED, FEDERAL NATIONAL MORTGAGE ASSN VAR RT POOL #AD9605 DTD 08/01/2010 3.565% 08/01/2040 ,31418XU71,16549.97,17344,
AFL-AGC-3,WELFARE PLAN-FIXED, FRANKLIN TENN BUILD AMER BD DIR PMT FED TAXABLE NON CALLABLE G/O 12/29/09 4.45% 03/01/2018 ,354730VX8,10000,10123,
AFL-AGC-3,WELFARE PLAN-FIXED, GOVERNMENT NATIONAL MTGE ASSN II POOL #AC1428 DTD 12/01/2012 2.69% 06/15/2033 ,36179ASR8,122809.42,121016,
AFL-AGC-3,WELFARE PLAN-FIXED, GOVERNMENT NATIONAL MTG ASSN POOL #AC3667 DTD 12/01/2012 1.66% 08/15/2026 ,36179DCC2,27468.97,26647,
AFL-AGC-3,WELFARE PLAN-FIXED, GOVERNMENT NATL MTGE ASSN POOL #BB5549 DTD 07/01/2017 3.6% 12/15/2034 ,3617AWEW2,99337.27,102376,
AFL-AGC-3,WELFARE PLAN-FIXED, GOVERNMENT NATIONAL MORTG ASSN POOL# AP3692 DTD 11/01/2015 4.05% 07/15/2051 ,36188RC55,73304.93,75223,
AFL-AGC-3,WELFARE PLAN-FIXED, GOVT NATL MTG ASSN I POOL #AU4920 DTD 09/01/2016 3.02% 09/15/2041 ,36194SPD4,126609.34,124071,
AFL-AGC-3,WELFARE PLAN-FIXED, GOVERNMENT NATIONAL MTG ASSN POOL #AI8404 DTD 08/01/2014 3.31% 05/15/2030 ,36198VKR7,169128.61,174351,
AFL-AGC-3,WELFARE PLAN-FIXED, GENERAL ELECTRIC CAPITAL CORP SERIES MTN FLT RT DTD 05/05/2006 1.69167% 05/05/2026 ,36962GW75,120000,117014,
AFL-AGC-3,WELFARE PLAN-FIXED, IBM CORP DTD 10/15/08 7.625% 10/15/2018 ,459200GM7,55000,58347,
AFL-AGC-3,WELFARE PLAN-FIXED, J P MORGAN CHASE & CO DTD 12/20/07 6% 01/15/2018 ,46625HGY0,100000,101279,
AFL-AGC-3,WELFARE PLAN-FIXED, JOHNSON & JOHNSON DTD 05/20/2011 3.55% 05/15/2021 ,478160AZ7,50000,52872,
AFL-AGC-3,WELFARE PLAN-FIXED, KING CNTY WA SER D QUAL ENERGY CONS BDS FED TAXABLE M-W CALL G/O 12/01/10 5.43% 12/01/2025-2010 ,49474E4C4,10000,11938,
AFL-AGC-3,WELFARE PLAN-FIXED, MARYLAND ST BUILD AMERICA BONDS DIR PMT FED TAXABLE M-W CALL G/O 03/09/10 4.3% 03/01/2022 ,5741925C0,30000,32791,
AFL-AGC-3,WELFARE PLAN-FIXED, MARYLAND ST QUAL SCH CONSTR BD FED TAXABLE M-W CALL G/O 8/10/10 4.35% 08/01/2025-2010 ,5741926N5,20000,22413,
AFL-AGC-3,WELFARE PLAN-FIXED, MCDONALDS CORP CALLABLE DTD 12/09/2015 2.75% 12/09/2020-2020 ,58013MEX8,50000,51001,
AFL-AGC-3,WELFARE PLAN-FIXED, MET GOVT NASH & DAVIDSON CNTY TN REF SER B FED TXBLE M-W CALL G/O 02/19/15 2.114% 07/01/2020 ,592112NV4,35000,35345,
AFL-AGC-3,WELFARE PLAN-FIXED, MICROSOFT CORP CALLABLE DTD 05/02/2013 2.375% 05/01/2023-2023 ,594918AT1,65000,65169,
AFL-AGC-3,WELFARE PLAN-FIXED, MISSISSIPPI ST SER D FED TAXABLE SINK/M-W CALL G/O 10/29/09 5.539% 10/01/2029 ,6055805Q8,45000,54060,
AFL-AGC-3,WELFARE PLAN-FIXED, MISSISSIPPI ST REF SER D FED & ST TXBL M-W CALL G/O 02/18/15 2.195% 10/01/2021 ,605581EU7,75000,75350,
AFL-AGC-3,WELFARE PLAN-FIXED, MUNICIPAL ELEC AUTH GA SUB-PROJ ONE-SER A FED TAXABLE SINK/M-W CALL INSD: NATL-RE FGIC REV BD 01/19/05 5.07% 01/01/2019-2005 ,626207MV3,15000,15339,
AFL-AGC-3,WELFARE PLAN-FIXED, N Y CITY NY TRANS FIN AUTH SUB-SUBSER F-1 FED TAXABLE M-W CALL REV BD 4/21/16 2.61% 02/01/2025-2016 ,64971WF70,30000,29691,
AFL-AGC-3,WELFARE PLAN-FIXED, N Y CITY NY TRANS FIN AUTH SUB-SER E-3 FED TAXABLE CALL/M-W CALL REV BD 2/26/16 2.92% 02/01/2027-2026 ,64971WZV5,85000,84029,
AFL-AGC-3,WELFARE PLAN-FIXED, NORFOLK VA BUILD AMER BDS DIR PMT SER B FED TAXABLE M-W CALL G/O 1/21/10 4.4% 03/01/2018-2010 ,655867HY8,5000,5057,
AFL-AGC-3,WELFARE PLAN-FIXED, NORTH CAROLINA MUN PWR AGY #1 CATAWBA ELEC SER B FED TAXABLE M-W CALL REV BD 10/08/09 5.482% 01/01/2021-2009 ,658203L36,20000,21997,
AFL-AGC-3,WELFARE PLAN-FIXED, OREGON CMNTY COLLEGE DIST FED TAXABLE ONLY-B-BHAC-CR GEN OBLIG NON CALLABLE INSD: BHAC-CR FGIC DTD 04/23/03 5.68% 06/30/2026 ,68583RCV2,15000,18173,
AFL-AGC-3,WELFARE PLAN-FIXED, OREGON ST SCH BRDS ASSN SHORT-TM BORROWING PROG CTFS-PENSION FED TAXABLE SINK/M-W CALL INSD AMBAC SCH BD GTY G/O 6/21/05 4.668% 06/30/2020 ,686053FY0,43639.2,45746,
AFL-AGC-3,WELFARE PLAN-FIXED, OREGON ST PENSION FED TXBLE SINK/M-W CALL G/O 10/31/03 5.762% 06/01/2023 ,68607LXP7,86152.33,96331,
AFL-AGC-3,WELFARE PLAN-FIXED, PEPSICO INC CALLABLE DTD 07/17/2015 3.1% 07/17/2022-2022 ,713448CX4,65000,67531,
AFL-AGC-3,WELFARE PLAN-FIXED, PORT SEATTLE WASH SER B1-OID FED TXBLE CALL/SINK/ M-W CALL REV BD 07/16/09 7% 05/01/2036-2019 ,735389MT2,55000,59539,
AFL-AGC-3,WELFARE PLAN-FIXED, SUNTRUST BANK ATLANTA SER BKNT 5.45% 12/01/2017 ,86787GAC6,65000,65415,
AFL-AGC-3,WELFARE PLAN-FIXED, SUNTRUST BKS INC CALLABLE DTD 12/01/2016 2.7% 01/27/2022-2021 ,867914BM4,55000,55463,
AFL-AGC-3,WELFARE PLAN-FIXED, TENNESSEE ST SER C FED TAXBL M-W CALL G/O 10/26/11 3.528% 08/01/2023 ,880541QT7,35000,37331,
AFL-AGC-3,WELFARE PLAN-FIXED, TEXAS ST REF-PUBLIC FIN AUTH-SER B FED TAXABLE NON CALLABLE G/O 07/08/14 2.589% 10/01/2021 ,882723PP8,30000,30593,
AFL-AGC-3,WELFARE PLAN-FIXED, TEXAS ST REF-PUBLIC FIN AUTH-SER B FED TAXABLE NON CALLABLE G/O 07/08/14 2.993% 10/01/2023 ,882723PR4,40000,41270,
AFL-AGC-3,WELFARE PLAN-FIXED, TEXAS ST TECH UNIV 17TH SERIES REF SER B FED TXBLE NON CALLABLE REV BD 04/09/15 2.104% 02/15/2020 ,882806EM0,60000,60220,
AFL-AGC-3,WELFARE PLAN-FIXED, TOYOTA MOTOR CREDIT CORP SERIES MTN DTD 09/15/2011 3.4% 09/15/2021 ,89233P5F9,95000,99092,
AFL-AGC-3,WELFARE PLAN-FIXED, UNITED STATES TREASURY DTD 11/30/2015 1.625% 11/30/2020 ,912828M98,130000,129949,
AFL-AGC-3,WELFARE PLAN-FIXED, UNITED STATES TREASURY N/B DTD 04/30/2013 .625% 04/30/2018 ,912828UZ1,190000,189318,
AFL-AGC-3,WELFARE PLAN-FIXED, UNIVERSITY OF ALA GEN UNIV ALA-SER B FED TAXABLE NON CALLABLE REV BD 10/30/09 4.64% 07/01/2019 ,914026FJ3,5000,5260,
AFL-AGC-3,WELFARE PLAN-FIXED, UNIV OF NORTH CAROLINA NC AT CHAPEL HILL-REF-SER C FED TAXABLE M-W CALL REV BD 3/01/16 2.679% 12/01/2027-2016 ,914713N81,45000,44748,
AFL-AGC-3,WELFARE PLAN-FIXED, UNIV OF PITTSBURGH PA HGR EDU REF-UNIV OF PITT-SER A FED TXBLE M-W CALL REV BD 01/17/17 2.732% 09/15/2023 ,914805EU6,45000,45780,
AFL-AGC-3,WELFARE PLAN-FIXED, UNIV OF PITTSBURGH PA HGR EDU REF-UNIV OF PITTSBURGH-SER A FED TAXABLE M-W CALL REV BD 1/17/17 2.877% 09/15/2024-2017 ,914805EV4,30000,30631,
AFL-AGC-3,WELFARE PLAN-FIXED, UTAH ST BUILD AMER BDS-SER B DIR PMT FED TAXABLE SINK/M-W CALL G/O 9/30/10 3.539% 07/01/2025-2010 ,917542QV7,70000,74475,
AFL-AGC-3,WELFARE PLAN-FIXED, VERIZON COMMUNICATIONS DTD 09/18/2013 5.15% 09/15/2023 ,92343VBR4,85000,95403,
AFL-AGC-3,WELFARE PLAN-FIXED, VA ST CLG BLDG AUTH EDUCTNL FACS BUILD AMER BDS DIR PMT FED TAXABLE M-W CALL REV BD 11/18/10 5% 09/01/2025-2010 ,927781VV3,10000,11584,
AFL-AGC-3,WELFARE PLAN-FIXED, VIRGINIA ELEC & PWR CO CALLABLE DTD 01/12/2012 2.95% 01/15/2022-2021 ,927804FK5,70000,71476,
AFL-AGC-3,WELFARE PLAN-FIXED, VIRGINIA ST HSG DEV AUTH RENTAL HSG-SER C FED TAXABLE SINKABLE REV BD 03/30/2009 6.07% 08/01/2018 ,92812QVS3,25000,25631,
AFL-AGC-3,WELFARE PLAN-FIXED, VIRGINIA ST HSG DEV AUTH RENTAL HSG-FED TAXABLE-SER D REV BOND NON CALLABLE SINKABLE DTD 03/30/09 6.07% 11/01/2018 ,92812QWH6,45000,46590,
AFL-AGC-3,WELFARE PLAN-FIXED, WAL MART STORES INC DTD 10/25/2010 3.25% 10/25/2020 ,931142CZ4,45000,46913,
AFL-AGC-3,WELFARE PLAN-FIXED, WELLS FARGO & COMPANY SERIES: MTN DTD 09/28/2015 3.55% 09/29/2025 ,94974BGP9,70000,71675,
AFL-AGC-3,WELFARE PLAN-FIXED, REGIONS TRUST CASH SWEEP ,999990484,13562.16,13562,
AFL-AGC-4,WELFARE PLAN-EQUITY, AGCO CORP ,1084102,408,29980,AGCO
AFL-AGC-4,WELFARE PLAN-EQUITY, AETNA INC ,00817Y108,348,54740,AET
AFL-AGC-4,WELFARE PLAN-EQUITY, AIR PRODS & CHEMS INC ,9158106,71,10745,APD
AFL-AGC-4,WELFARE PLAN-EQUITY, ALASKA AIR GROUP INC ,11659109,363,27541,ALK
AFL-AGC-4,WELFARE PLAN-EQUITY, ALBEMARLE CORP ,12653101,79,10453,ALB
AFL-AGC-4,WELFARE PLAN-EQUITY, AMEREN CORP ,23608102,299,17450,AEE
AFL-AGC-4,WELFARE PLAN-EQUITY, AMERICAN ELECTRIC POWER CO ,25537101,229,16145,AEP
AFL-AGC-4,WELFARE PLAN-EQUITY, AMERICAN INTL GROUP INC ,26874784,672,40972,AIG
AFL-AGC-4,WELFARE PLAN-EQUITY, AMERISOURCEBERGEN CORP ,3.07E+108,649,52563,ABC
AFL-AGC-4,WELFARE PLAN-EQUITY, AMERIPRISE FINANCIAL INC ,03076C106,312,46098,AMP
AFL-AGC-4,WELFARE PLAN-EQUITY, AMGEN INC ,31162100,288,53412,AMGN
AFL-AGC-4,WELFARE PLAN-EQUITY, AMPHENOL CORP CL A ,32095101,845,69527,APH
AFL-AGC-4,WELFARE PLAN-EQUITY, ANTHEM INC ,36752103,308,58452,ANTM
AFL-AGC-4,WELFARE PLAN-EQUITY, APPLE INC ,37833100,416,63764,AAPL
AFL-AGC-4,WELFARE PLAN-EQUITY, ARCHER DANIELS MIDLAND CO ,39483102,257,10987,ADM
AFL-AGC-4,WELFARE PLAN-EQUITY, AUTOLIV INC ,52800109,216,26661,ALV
AFL-AGC-4,WELFARE PLAN-EQUITY, BP PLC SPONSORED ADR ONE ADR REPRS 6 ORDINARY SHS ,55622104,473,18173,BP
AFL-AGC-4,WELFARE PLAN-EQUITY, BALL CORP ,58498106,253,10479,BLL
AFL-AGC-4,WELFARE PLAN-EQUITY, BANK OF AMERICA CORP ,60505104,1757,44716,BAC
AFL-AGC-4,WELFARE PLAN-EQUITY, BEST BUY INC ,86516101,755,42907,BBY
AFL-AGC-4,WELFARE PLAN-EQUITY, BIOGEN INC ,09062X103,177,54870,BIIB
AFL-AGC-4,WELFARE PLAN-EQUITY, BOEING CO ,97023105,297,75518,BA
AFL-AGC-4,WELFARE PLAN-EQUITY, CAPITAL ONE FINL CORP ,14040H105,508,42733,COF
AFL-AGC-4,WELFARE PLAN-EQUITY, CARLISLE CORP ,142339100,270,27140,CSL
AFL-AGC-4,WELFARE PLAN-EQUITY, CARNIVAL CORP ,143658300,684,44029,CCL
AFL-AGC-4,WELFARE PLAN-EQUITY, CELANESE CORP SER A ,150870103,115,11999,CE
AFL-AGC-4,WELFARE PLAN-EQUITY, CENTENE CORP ,15135B101,605,57983,CNC
AFL-AGC-4,WELFARE PLAN-EQUITY, CENTERPOINT ENERGY INC ,15189T107,588,17140,CNP
AFL-AGC-4,WELFARE PLAN-EQUITY, CHEVRON CORP ,166764100,163,19172,CVX
AFL-AGC-4,WELFARE PLAN-EQUITY, CITIGROUP INC ,172967424,659,47876,C
AFL-AGC-4,WELFARE PLAN-EQUITY, COMCAST CORP CL A ,20030N101,1095,41413,CMCSA
AFL-AGC-4,WELFARE PLAN-EQUITY, CONOCOPHILLIPS ,20825C104,382,19100,COP
AFL-AGC-4,WELFARE PLAN-EQUITY, CROWN HOLDINGS INC ,228368106,180,10834,CCK
AFL-AGC-4,WELFARE PLAN-EQUITY, CUMMINS INC ,231021106,158,26596,CMI
AFL-AGC-4,WELFARE PLAN-EQUITY, D R HORTON INC ,23331A109,1230,47945,DHI
AFL-AGC-4,WELFARE PLAN-EQUITY, DANAHER CORP DEL ,235851102,607,51619,DHR
AFL-AGC-4,WELFARE PLAN-EQUITY, DELTA AIR LINES INC ,247361702,570,27537,DAL
AFL-AGC-4,WELFARE PLAN-EQUITY, DISCOVER FINANCIAL SVS ,254709108,677,43572,DFS
AFL-AGC-4,WELFARE PLAN-EQUITY, DOVER CORP ,260003108,287,26263,DOV
AFL-AGC-4,WELFARE PLAN-EQUITY, DR PEPPER SNAPPLE GROUP INC ,2.61E+113,571,50454,DPS
AFL-AGC-4,WELFARE PLAN-EQUITY, ENI S P A EACH ADR REPRS 10 ORD SHS ,26874R108,516,16951,E
AFL-AGC-4,WELFARE PLAN-EQUITY, EASTMAN CHEMICAL CO ,277432100,131,11785,EMN
AFL-AGC-4,WELFARE PLAN-EQUITY, EDISON INTERNATIONAL ,281020107,207,16057,EIX
AFL-AGC-4,WELFARE PLAN-EQUITY, ELECTRONIC ARTS ,285512109,399,46527,EA
AFL-AGC-4,WELFARE PLAN-EQUITY, EMERSON ELECTRIC CO ,291011104,415,26087,EMR
AFL-AGC-4,WELFARE PLAN-EQUITY, ENTERGY CORP ,29364G103,202,15421,ETR
AFL-AGC-4,WELFARE PLAN-EQUITY, EVERSOURCE ENERGY ,30040W108,260,15748,ES
AFL-AGC-4,WELFARE PLAN-EQUITY, EXELON CORP ,30161N101,456,17054,EXC
AFL-AGC-4,WELFARE PLAN-EQUITY, EXPRESS SCRIPTS HOLDING CO ,30219G108,853,53799,ESRX
AFL-AGC-4,WELFARE PLAN-EQUITY, EXXON MOBIL CORP ,30231G102,214,17589,XOM
AFL-AGC-4,WELFARE PLAN-EQUITY, FISERV INC ,337738108,569,72951,FISV
AFL-AGC-4,WELFARE PLAN-EQUITY, FIRSTENERGY CORP ,337932107,525,15787,FE
AFL-AGC-4,WELFARE PLAN-EQUITY, FRANKLIN RESOURCES ,354613101,1011,45040,BEN
AFL-AGC-4,WELFARE PLAN-EQUITY, GENERAL DYNAMICS CORP ,369550108,359,73606,GD
AFL-AGC-4,WELFARE PLAN-EQUITY, GENTEX CORP ,371901109,1370,27167,GNTX
AFL-AGC-4,WELFARE PLAN-EQUITY, GILEAD SCIENCES INC ,375558103,715,57851,GILD
AFL-AGC-4,WELFARE PLAN-EQUITY, GLOBAL PMTS INC ,37940X102,708,66510,GPN
AFL-AGC-4,WELFARE PLAN-EQUITY, GOLDMAN SACHS GROUP INC ,38141G104,179,42149,GS
AFL-AGC-4,WELFARE PLAN-EQUITY, HARTFORD FINL SVCS GROUP INC ,416515104,811,44702,HIG
AFL-AGC-4,WELFARE PLAN-EQUITY, HASBRO INC ,418056107,427,41423,HAS
AFL-AGC-4,WELFARE PLAN-EQUITY, HESS CORPORATION ,42809H107,446,20757,HES
AFL-AGC-4,WELFARE PLAN-EQUITY, HOLOGIC INC ,436440101,1360,49844,HOLX
AFL-AGC-4,WELFARE PLAN-EQUITY, HOME DEPOT INC ,437076102,298,48383,HD
AFL-AGC-4,WELFARE PLAN-EQUITY, HUNTSMAN CORP ,447011107,385,10534,HUN
AFL-AGC-4,WELFARE PLAN-EQUITY, INGREDION INC ,457187102,93,11234,INGR
AFL-AGC-4,WELFARE PLAN-EQUITY, INTEL CORP ,458140100,1926,72861,INTC
AFL-AGC-4,WELFARE PLAN-EQUITY, INTERNATIONAL PAPER CO ,460146103,197,11203,IP
AFL-AGC-4,WELFARE PLAN-EQUITY, J P MORGAN CHASE & CO ,46625H100,466,44447,JPM
AFL-AGC-4,WELFARE PLAN-EQUITY, JACOBS ENGR GROUP DEL ,469814107,525,30539,JEC
AFL-AGC-4,WELFARE PLAN-EQUITY, JOHNSON & JOHNSON ,478160104,395,51141,JNJ
AFL-AGC-4,WELFARE PLAN-EQUITY, L-3 COMMUNICATIONS CORP ,502413107,403,75716,LLL
AFL-AGC-4,WELFARE PLAN-EQUITY, LAM RESEARCH CORP ,512807108,411,74728,LRCX
AFL-AGC-4,WELFARE PLAN-EQUITY, LEAR CORP ,521865204,159,27649,LEA
AFL-AGC-4,WELFARE PLAN-EQUITY, LINCOLN NATIONAL CORP ,534187109,589,43191,LNC
AFL-AGC-4,WELFARE PLAN-EQUITY, LOCKHEED MARTIN CORP ,539830109,219,67699,LMT
AFL-AGC-4,WELFARE PLAN-EQUITY, MANPOWER GROUP ,56418H100,398,47732,MAN
AFL-AGC-4,WELFARE PLAN-EQUITY, MARATHON OIL CORP ,565849106,1565,21174,MRO
AFL-AGC-4,WELFARE PLAN-EQUITY, MCDONALDS CORP ,580135101,292,45987,MCD
AFL-AGC-4,WELFARE PLAN-EQUITY, MCKESSON CORP ,58155Q103,324,49805,MCK
AFL-AGC-4,WELFARE PLAN-EQUITY, MERCK & CO. INC. NEW ,58933Y105,786,50532,MRK
AFL-AGC-4,WELFARE PLAN-EQUITY, METLIFE INC ,59156R108,794,40748,MET
AFL-AGC-4,WELFARE PLAN-EQUITY, MOHAWK INDS INC ,608190104,184,45647,MHK
AFL-AGC-4,WELFARE PLAN-EQUITY, MORGAN STANLEY GROUP INC ,617446448,977,47043,MS
AFL-AGC-4,WELFARE PLAN-EQUITY, MOSAIC CO - WI ,61945C103,547,11651,MOS
AFL-AGC-4,WELFARE PLAN-EQUITY, MOTOROLA SOLUTIONS INC SOLUTIONS INC. ,620076307,760,63604,MSI
AFL-AGC-4,WELFARE PLAN-EQUITY, MURPHY OIL CORP ,626717102,648,17490,MUR
AFL-AGC-4,WELFARE PLAN-EQUITY, NRG ENERGY INC ,629377508,654,16285,NRG
AFL-AGC-4,WELFARE PLAN-EQUITY, NATIONAL OILWELL VARCO INC ,637071101,585,20785,NOV
AFL-AGC-4,WELFARE PLAN-EQUITY, NORTHROP GRUMMAN CORP ,666807102,248,70586,NOC
AFL-AGC-4,WELFARE PLAN-EQUITY, OGE ENERGY CORP ,670837103,448,16209,OGE
AFL-AGC-4,WELFARE PLAN-EQUITY, ORACLE CORPORATION ,68389X105,1433,68899,ORCL
AFL-AGC-4,WELFARE PLAN-EQUITY, OWENS ILL INC COM NEW ,690768403,463,11677,OI
AFL-AGC-4,WELFARE PLAN-EQUITY, PVH CORP ,693656100,325,40794,PVH
AFL-AGC-4,WELFARE PLAN-EQUITY, PACKAGING CORP OF AMERICA ,695156109,90,10405,PKG
AFL-AGC-4,WELFARE PLAN-EQUITY, PARKER HANNIFIN CORP ,701094104,150,26373,PH
AFL-AGC-4,WELFARE PLAN-EQUITY, PITNEY BOWES INC ,724479100,2034,28374,PBI
AFL-AGC-4,WELFARE PLAN-EQUITY, PRINCIPAL FINANCIAL GROUP ,74251V102,640,40960,PFG
AFL-AGC-4,WELFARE PLAN-EQUITY, PRUDENTIAL FINANCIAL INC ,744320102,376,39856,PRU
AFL-AGC-4,WELFARE PLAN-EQUITY, PUBLIC SVC ENTERPRISE GROUP INC ,744573106,364,16773,PEG
AFL-AGC-4,WELFARE PLAN-EQUITY, PULTE GROUP INC. ,745867101,1856,50056,PHM
AFL-AGC-4,WELFARE PLAN-EQUITY, REGIONS FINANCIAL CORP ,7591EP100,2813,42308,RF
AFL-AGC-4,WELFARE PLAN-EQUITY, RELIANCE STEEL & ALUMINUM ,759509102,147,11210,RS
AFL-AGC-4,WELFARE PLAN-EQUITY, ROYAL DUTCH SHELL PLC-ADR ,780259206,317,19137,RDSA
AFL-AGC-4,WELFARE PLAN-EQUITY, S&P GLOBAL INC ,78409V104,270,41993,SPGI
AFL-AGC-4,WELFARE PLAN-EQUITY, SCANA CORP NEW ,80589M102,271,13818,SCG
AFL-AGC-4,WELFARE PLAN-EQUITY, SOUTHWESTERN ENERGY CO ,845467109,3227,19814,SWN
AFL-AGC-4,WELFARE PLAN-EQUITY, SPIRIT AEROSYSTEMS HOLDING-CL A ,848574109,892,69219,SPR
