account_number,acct_name,cusip,asset_name,shares,market_value
919970,SEIX HIGH YLD,727610AN7,PLASTIPAK HLDGS I 6.25 15OCT25 144A,230000,219075
919970,SEIX HIGH YLD,730481AJ7,POINDEXTER J B I 7.125 15APR26 144A,365000,370475
919970,SEIX HIGH YLD,733174AJ5,POPULAR INC 7.0 01JUL19,230000,234025
919970,SEIX HIGH YLD,737446AJ3,POST HLDGS INC 8.0 15JUL25 144A,540000,604800
919970,SEIX HIGH YLD,737446AK0,POST HLDGS INC 5.0 15AUG26 144A,405000,381713
919970,SEIX HIGH YLD,740212AK1,PRECISION DRILLING COR 7.75 15DEC23,27500,28944
919970,SEIX HIGH YLD,740212AK1,PRECISION DRILLING COR 7.75 15DEC23,442500,465731
919970,SEIX HIGH YLD,740212AL9,PRECISION DRILLI 7.125 15JAN26 144A,90000,91575
919970,SEIX HIGH YLD,74153QAJ1,PRIDE INTL INC DEL 7.875 15AUG40,340000,302600
919970,SEIX HIGH YLD,74166MAA4,PRIME SEC SVCS BO 9.25 15MAY23 144A,154000,163048
919970,SEIX HIGH YLD,74387UAJ0,PROVIDENT FDG AS 6.375 15JUN25 144A,472000,459846
919970,SEIX HIGH YLD,745867AM3,PULTEGROUP INC 7.875 15JUN32,80000,92000
919970,SEIX HIGH YLD,745867AV3,PULTEGROUP INC 4.25 01MAR21,535000,535000
919970,SEIX HIGH YLD,745867AW1,PULTEGROUP INC 5.5 01MAR26,420000,417900
919970,SEIX HIGH YLD,74819RAP1,QUEBECOR MEDIA INC 5.75 15JAN23,135000,137531
919970,SEIX HIGH YLD,74840LAA0,QUICKEN LNS INC 5.75 01MAY25 144A,1078000,1051050
919970,SEIX HIGH YLD,74840LAB8,QUICKEN LNS INC 5.25 15JAN28 144A,150000,137813
919970,SEIX HIGH YLD,74840LAB8,QUICKEN LNS INC 5.25 15JAN28 144A,200000,183750
919970,SEIX HIGH YLD,748767AF7,QUINTILES TRANSN 4.875 15MAY23 144A,240000,242400
919970,SEIX HIGH YLD,74978QAB1,RSP PERMIAN INC 6.625 01OCT22,160000,166800
919970,SEIX HIGH YLD,74978QAE5,RSP PERMIAN INC 5.25 15JAN25,135000,138038
919970,SEIX HIGH YLD,750236AR2,RADIAN GROUP INC 5.5 01JUN19,87000,88740
919970,SEIX HIGH YLD,750236AR2,RADIAN GROUP INC 5.5 01JUN19,116000,118320
919970,SEIX HIGH YLD,75281AAU3,RANGE RES CORP 5.875 01JUL22,280000,283150
919970,SEIX HIGH YLD,75281AAW9,RANGE RES CORP 5.75 01JUN21,168001,171781
919970,SEIX HIGH YLD,75281AAW9,RANGE RES CORP 5.75 01JUN21,476999,487731
919970,SEIX HIGH YLD,75281ABA6,RANGE RES CORP 5.0 15MAR23,125000,121563
919970,SEIX HIGH YLD,75606DAC5,REALOGY GROUP LLC 5.25 01DEC21 144A,465000,468488
919970,SEIX HIGH YLD,761735AD1,REYNOLDS GROUP ISSUER 6.875 15FEB21,595000,208252
919970,SEIX HIGH YLD,761735AT6,REYNOLDS GROUP I 5.125 15JUL23 144A,500000,492500
919970,SEIX HIGH YLD,767744AA3,RITCHIE BROS AUC 5.375 15JAN25 144A,230000,222813
919970,SEIX HIGH YLD,767754CG7,RITE AID CORP 6.75 15JUN21,10000,10186
919970,SEIX HIGH YLD,767754CG7,RITE AID CORP 6.75 15JUN21,320000,325952
919970,SEIX HIGH YLD,77340RAC1,ROCKIES EXPRESS P 6.85 15JUL18 144A,160000,160600
919970,SEIX HIGH YLD,77340RAK3,ROCKIES EXPRESS 5.625 15APR20 144A,300000,307500
919970,SEIX HIGH YLD,77340RAM9,ROCKIES EXPRESS 6.875 15APR40 144A,450000,518063
919970,SEIX HIGH YLD,77340RAP2,ROCKIES EXPRESS PI 6.0 15JAN19 144A,310000,313875
919970,SEIX HIGH YLD,779382AP5,ROWAN COS INC 4.875 01JUN22,262001,244316
919970,SEIX HIGH YLD,779382AP5,ROWAN COS INC 4.875 01JUN22,825999,770244
919970,SEIX HIGH YLD,779382AR1,ROWAN COS INC 4.75 15JAN24,445000,381588
919970,SEIX HIGH YLD,779382AS9,ROWAN COS INC 5.85 15JAN44,395000,296250
919970,SEIX HIGH YLD,78388JAV8,SBA COMMUNICATIONS CO 4.875 01SEP24,260000,244400
919970,SEIX HIGH YLD,78410GAA2,SBA COMMUNICATIONS 4.0 01OCT22 144A,1195000,1145647
919970,SEIX HIGH YLD,78412FAP9,SESI L L C 7.125 15DEC21,70000,71488
919970,SEIX HIGH YLD,78412FAP9,SESI L L C 7.125 15DEC21,215000,219569
919970,SEIX HIGH YLD,78412FAU8,SESI L L C 7.75 15SEP24,325000,335563
919970,SEIX HIGH YLD,78442FEJ3,SLM CORP MEDIUM TERM NT 8.0 25MAR20,890000,946337
919970,SEIX HIGH YLD,78442FER5,SLM CORP MEDIUM TERM NT 5.5 15JAN19,145000,146631
919970,SEIX HIGH YLD,785592AE6,SABINE PASS LIQUEFACT 5.625 01FEB21,1400000,1464666
919970,SEIX HIGH YLD,79970YAE5,SANCHEZ ENERGY CO 7.25 15FEB23 144A,235000,229125
919970,SEIX HIGH YLD,81211KAS9,SEALED AIR CORP NE 6.5 01DEC20 144A,10000,10550
919970,SEIX HIGH YLD,81211KAS9,SEALED AIR CORP NE 6.5 01DEC20 144A,165000,174075
919970,SEIX HIGH YLD,81725WAJ2,SENSATA TECHNOLOGI 5.0 01OCT25 144A,65000,65163
919970,SEIX HIGH YLD,81727TAA6,SENSATA TECHNOLOG 6.25 15FEB26 144A,200000,208750
919970,SEIX HIGH YLD,82088KAC2,SHEA HOMES LTD P 5.875 01APR23 144A,190000,191188
919970,SEIX HIGH YLD,82088KAD0,SHEA HOMES LTD P 6.125 01APR25 144A,150000,150188
919970,SEIX HIGH YLD,82845LAA8,SILVERSEA CRUISE 7.25 01FEB25 144A,318000,331515
919970,SEIX HIGH YLD,83001AAC6,SIX FLAGS ENTMT CO 5.5 15APR27 144A,265000,257713
919970,SEIX HIGH YLD,852060AD4,SPRINT CAP CORP 6.875 15NOV28,420000,409500
919970,SEIX HIGH YLD,852060AT9,SPRINT CAP CORP 8.75 15MAR32,205000,223194
919970,SEIX HIGH YLD,852061AA8,SPRINT CORP 9.25 15APR22,90000,101700
919970,SEIX HIGH YLD,852061AK6,SPRINT CORP 9.0 15NOV18 144A,450000,461025
919970,SEIX HIGH YLD,85207UAF2,SPRINT CORP 7.875 15SEP23,440000,465850
919970,SEIX HIGH YLD,85571BAG0,STARWOOD P 5.0 15DEC21,100000,101375
919970,SEIX HIGH YLD,85571BAG0,STARWOOD P 5.0 15DEC21,925000,937719
919970,SEIX HIGH YLD,858119BC3,STEEL DYNAMICS INC 5.125 01OCT21,345000,350175
919970,SEIX HIGH YLD,86765LAH0,SUNOCO LP / SUNO 4.875 15JAN23 144A,234000,224937
919970,SEIX HIGH YLD,87265HAE9,TRI POINTE GROUP INC 4.875 01JUL21,1160000,1162900
919970,SEIX HIGH YLD,87265HAF6,TRI POINTE GROUP INC 5.25 01JUN27,475000,441750
919970,SEIX HIGH YLD,87422VAB4,TALEN ENERGY SUPPL 9.5 15JUL22 144A,165000,168300
919970,SEIX HIGH YLD,877249AC6,TAYLOR MORRISON C 5.25 15APR21 144A,30000,30113
919970,SEIX HIGH YLD,877249AC6,TAYLOR MORRISON C 5.25 15APR21 144A,255000,255956
919970,SEIX HIGH YLD,879369AD8,TELEFLEX INC 5.25 15JUN24,224000,229040
919970,SEIX HIGH YLD,88160QAN3,ANDEAVOR LOGISTICS LP 5.25 15JAN25,125000,128438
919970,SEIX HIGH YLD,89055FAA1,TOPBUILD CORP 5.625 01MAY26 144A,52000,51220
919970,SEIX HIGH YLD,89620JAC5,TRILOGY INTL PAR 8.875 01MAY22 144A,100000,102500
919970,SEIX HIGH YLD,89620JAC5,TRILOGY INTL PAR 8.875 01MAY22 144A,245000,251125
919970,SEIX HIGH YLD,90290MAB7,US FOODS INC 5.875 15JUN24 144A,565000,574775
919970,SEIX HIGH YLD,90320LAG2,UPC HLDG BV 5.5 15JAN28 144A,475000,434625
919970,SEIX HIGH YLD,903293BD9,USG CORP 5.5 01MAR25 144A,160000,166000
919970,SEIX HIGH YLD,90345WAE4,US AWYS INC 6.75 03DEC22,455000,359244
919970,SEIX HIGH YLD,90932PAB4,UNITED AIRLS 2014-1 PA 4.75 11OCT23,421000,307238
919970,SEIX HIGH YLD,914906AP7,UNIVISION COMMUNI 6.75 15SEP22 144A,377000,387104
919970,SEIX HIGH YLD,91823KAA7,VFH PARENT LLC / 6.75 15JUN22 144A,153000,157644
919970,SEIX HIGH YLD,91823KAA7,VFH PARENT LLC / 6.75 15JUN22 144A,232000,239041
919970,SEIX HIGH YLD,91911KAK8,VALEANT PHARMACEUT 7.0 15MAR24 144A,260000,272919
919970,SEIX HIGH YLD,92047WAC5,VALVOLINE INC 5.5 15JUL24,155000,156163
919970,SEIX HIGH YLD,92553PBC5,VIACOM INC NEW 6.25 28FEB57 FRN,230000,225423
919970,SEIX HIGH YLD,92660FAG9,VIDEOTRON 5.375 15JUN24 144A,21000,21315
919970,SEIX HIGH YLD,92660FAG9,VIDEOTRON 5.375 15JUN24 144A,114000,115710
919970,SEIX HIGH YLD,92676XAD9,VIKING CRUISES L 5.875 15SEP27 144A,555000,521700
919970,SEIX HIGH YLD,92837F763,VIRTUS INV SEIX FLTG RATE HIGH INC,1157754,10072460
919970,SEIX HIGH YLD,92933BAF1,WMG ACQUIS 5.625 15APR22 144A,206000,209090
919970,SEIX HIGH YLD,92933BAK0,WMG ACQUIS 5.0 01AUG23 144A,85000,84150
919970,SEIX HIGH YLD,929566AJ6,WABASH NATL CORP 5.5 01OCT25 144A,350000,338625
919970,SEIX HIGH YLD,94946TAC0,WELLCARE HEALTH PLANS 5.25 01APR25,470000,470000
919970,SEIX HIGH YLD,95081QAM6,WESCO DISTR INC 5.375 15JUN24,235000,234413
919970,SEIX HIGH YLD,962178AN9,TRI POINTE HOMES INC 5.875 15JUN24,560000,558600
919970,SEIX HIGH YLD,989194AL9,ZAYO GROUP 6.375 15MAY25,125000,127363
919970,SEIX HIGH YLD,989194AP0,ZAYO GROUP 5.75 15JAN27 144A,125000,121636
919970,SEIX HIGH YLD,98954NAA7,ZIGGO SECD FIN B V 5.5 15JAN27 144A,150000,143625
919970,SEIX HIGH YLD,98954UAA1,ZIGGO BD FIN B V 5.875 15JAN25 144A,425000,400881
919970,SEIX HIGH YLD,MM001H2J8,TELENET FINANCE LU 5.5 01MAR28 144A,400000,374788
919972,BLACKROCK,00084DAQ3,ABN AMRO BK N V M 2.65 19JAN21 144A,401000,393930
919972,BLACKROCK,00108WAD2,AEP TEX INC 2.4 01OCT22,50000,47945
919972,BLACKROCK,00185AAK0,AON PLC 3.875 15DEC25,325000,320216
919972,BLACKROCK,00206RDD1,AT+T INC 3.95 15JAN25,30000,29448
919972,BLACKROCK,00206RES7,AT+T INC 4.3 15FEB30 144A,570000,549018
919972,BLACKROCK,002824BC3,ABBOTT LABS 2.35 22NOV19,74000,73493
919972,BLACKROCK,002824BD1,ABBOTT LABS 2.9 30NOV21,300000,295656
919972,BLACKROCK,002824BF6,ABBOTT LABS 3.75 30NOV26,70000,68961
919972,BLACKROCK,00287YAQ2,ABBVIE INC 3.6 14MAY25,225000,217523
919972,BLACKROCK,00287YAX7,ABBVIE INC 2.85 14MAY23,10000,9626
919972,BLACKROCK,00287YAX7,ABBVIE INC 2.85 14MAY23,230000,221389
919972,BLACKROCK,00507UAF8,ALLERGEN FUNDING SCS 3.85 15JUN24,40000,39036
919972,BLACKROCK,00507UAP6,ALLERGEN FUNDING SCS 3.0 12MAR20,140000,139287
919972,BLACKROCK,00507UAS0,ALLERGEN FUNDING SCS 3.8 15MAR25,355000,342334
919972,BLACKROCK,00507VAM1,ACTIVISION BLIZZARD INC 3.4 15JUN27,210000,199303
919972,BLACKROCK,00772BAN1,AERCAP IRELAND CAP LTD 4.25 01JUL20,473000,479631
919972,BLACKROCK,008117AP8,AETNA INC 2.75 15NOV22,50000,48148
919972,BLACKROCK,00817YAQ1,AETNA INC NEW 3.5 15NOV24,22000,21380
919972,BLACKROCK,00817YAV0,AETNA INC NEW 2.8 15JUN23,40000,38197
919972,BLACKROCK,00913RAB2,AIR LIQUIDE FIN S 1.75 27SEP21 144A,200000,190296
919972,BLACKROCK,01609WAT9,ALIBABA GROUP HLDG LTD 3.4 06DEC27,290000,273366
919972,BLACKROCK,02209SAN3,ALTRIA GROUP INC 2.85 09AUG22,135000,131945
919972,BLACKROCK,023135BA3,AMAZON COM INC 3.15 22AUG27 144A,125000,120166
919972,BLACKROCK,025816BP3,AMERICAN EXPRESS CO 2.2 30OCT20,315000,307371
919972,BLACKROCK,0258M0DX4,AMERICAN EXPRESS CR COR 2.6 14SEP20,615000,607743
919972,BLACKROCK,02665WBG5,AMERICAN HONDA FIN CORP 1.7 09SEP21,85000,81203
919972,BLACKROCK,026874DH7,AMERICAN INTL GROUP INC 3.9 01APR26,90000,87159
919972,BLACKROCK,026874DM6,AMERICAN INTL GROU 5.75 01APR48 FRN,100000,98750
919972,BLACKROCK,03066DAD8,AMERICREDIT AUTOMOBILE 1.6 09NOV20,130000,93426
919972,BLACKROCK,031162BN9,AMGEN INC 3.625 15MAY22,280000,280846
919972,BLACKROCK,031162BW9,AMGEN INC 2.125 01MAY20,125000,122986
919972,BLACKROCK,031162CM0,AMGEN INC 2.2 11MAY20,60000,59090
919972,BLACKROCK,032511BJ5,ANADARKO PETE CORP 3.45 15JUL24,290000,279963
919972,BLACKROCK,032654AN5,ANALOG DEVICES INC 3.5 05DEC26,35000,33424
919972,BLACKROCK,03349MAC9,ANDEAVOR 4.75 15DEC23,130000,135006
919972,BLACKROCK,035240AL4,ANHEUSER-BUSCH INBEV WO 4.0 13APR28,35000,34866
919972,BLACKROCK,035242AL0,ANHEUSER-BUSCH INBEV FI 3.3 01FEB23,120000,118939
919972,BLACKROCK,035242AN6,ANHEUSER-BUSCH INBEV FI 4.9 01FEB46,85000,87972
919972,BLACKROCK,035242AP1,ANHEUSER-BUSCH INBEV F 3.65 01FEB26,9000,8825
919972,BLACKROCK,03524BAE6,ANHEUSER BUSCH INBEV FI 3.7 01FEB24,125000,125280
919972,BLACKROCK,036752AB9,ANTHEM INC 3.65 01DEC27,70000,66236
919972,BLACKROCK,036752AC7,ANTHEM INC 3.35 01DEC24,90000,86891
919972,BLACKROCK,036752AE3,ANTHEM INC 2.5 21NOV20,40000,39312
919972,BLACKROCK,036752AF0,ANTHEM INC 2.95 01DEC22,25000,24217
919972,BLACKROCK,037389AW3,AON CORP 5.0 30SEP20,160000,165894
919972,BLACKROCK,037833AR1,APPLE INC 2.85 06MAY21,90000,89933
919972,BLACKROCK,037833BD1,APPLE INC 2.0 06MAY20,200000,197274
919972,BLACKROCK,037833BY5,APPLE INC 3.25 23FEB26,150000,146648
919972,BLACKROCK,037833BZ2,APPLE INC 2.45 04AUG26,200000,183592
919972,BLACKROCK,037833CJ7,APPLE INC 3.35 09FEB27,110000,107586
919972,BLACKROCK,037833CU2,APPLE INC 2.85 11MAY24,120000,116276
919972,BLACKROCK,037833DE7,APPLE INC 2.4 13JAN23,36000,34753
919972,BLACKROCK,037833DE7,APPLE INC 2.4 13JAN23,114000,110050
919972,BLACKROCK,03835VAD8,APTIV PLC 4.25 15JAN26,7000,6995
919972,BLACKROCK,04010LAV5,ARES CAP CORP 4.25 01MAR25,180000,173911
919972,BLACKROCK,05253JAT8,AUSTRALIA + NEW ZEALAN 2.25 09NOV20,845000,826410
919972,BLACKROCK,052769AE6,AUTODESK INC 3.5 15JUN27,30000,28072
919972,BLACKROCK,053807AS2,AVNET INC 4.625 15APR26,20000,19695
919972,BLACKROCK,054561AA3,AXA EQUITABLE HLDG 3.9 20APR23 144A,202000,200800
919972,BLACKROCK,054966AL0,BAMLL COML M 2.81871 15NOV32 144A F,370000,370000
919972,BLACKROCK,05523UAM2,BAE SYS HLDGS INC 2.85 15DEC20 144A,25000,24696
919972,BLACKROCK,05523UAP5,BAE SYS HLDGS INC 3.85 15DEC25 144A,10000,9864
919972,BLACKROCK,05526DAQ8,B A T CAP CORP 2.297 14AUG20 144A,560000,547630
919972,BLACKROCK,05526DAY1,B A T CAP CORP 3.222 15AUG24 144A,200000,189808
919972,BLACKROCK,05526DBA2,B A T CAP CORP 3.557 15AUG27 144A,100000,93799
919972,BLACKROCK,05531FAU7,BB+T CORP SR MEDIUM T 2.625 29JUN20,185000,183426
919972,BLACKROCK,05565QDA3,BP CAP MKTS P L C 3.506 17MAR25,90000,89237
919972,BLACKROCK,05565QDN5,BP CAP MKTS P L C 3.279 19SEP27,75000,72152
919972,BLACKROCK,05565QDP0,BP CAP MKTS P L C 2.52 19SEP22,90000,87000
919972,BLACKROCK,05583JAA0,BPCE SR NON PFD ME 3.0 22MAY22 144A,250000,242850
919972,BLACKROCK,05604FAA3,BWAY 2013-1515 2.8093 10MAR33 144A,175000,135853
919972,BLACKROCK,057224BC0,BAKER HUGHES INC 3.2 15AUG21,180000,180211
919972,BLACKROCK,059165EG1,BALTIMORE GAS + ELEC CO 2.4 15AUG26,350000,317443
919972,BLACKROCK,05964HAG0,BANCO SANTANDER SA 3.848 12APR23,200000,196476
919972,BLACKROCK,060505FL3,BANK AMER CORP 5.875 31DEC49 FRN,80000,79200
919972,BLACKROCK,06051GEC9,BANK AMER CORP 5.625 01JUL20,905000,950259
919972,BLACKROCK,06051GEU9,BANK AMER CORP 3.3 11JAN23,290000,286189
919972,BLACKROCK,06051GEX3,BANK AMER CORP 2.6 15JAN19,44000,44008
919972,BLACKROCK,06051GFF1,BANK AMER CORP 4.0 01APR24,275000,277893
919972,BLACKROCK,06051GFH7,BANK AMER CORP 4.2 26AUG24,760000,763542
919972,BLACKROCK,06051GFN4,BANK AMER CORP 2.25 21APR20,285000,280870
919972,BLACKROCK,06051GFS3,BANK AMER CORP 3.875 01AUG25,80000,79338
919972,BLACKROCK,06051GFZ7,BANK AMER CORP 2.503 21OCT22,590000,563651
919972,BLACKROCK,06051GGF0,BANK AMER CORP 3.824 20JAN28,320000,311718
919972,BLACKROCK,06051GGP8,BANK AMER CORP 2.369 21JUL21 FRN,215000,210749
919972,BLACKROCK,06051GGS2,BANK AMER CORP 2.328 01OCT21 FRN,455000,444703
919972,BLACKROCK,06051GGT0,BANK AMER CORP 3.093 01OCT25 FRN,300000,283986
919972,BLACKROCK,06051GHC6,BANK AMER CORP 3.004 20DEC23 FRN,257000,248845
919972,BLACKROCK,06051GHF9,BANK AMER CORP 3.55 05MAR24 FRN,1000000,988890
919972,BLACKROCK,06406HCV9,BANK NEW YORK INC MEDIU 3.4 15MAY24,230000,227077
919972,BLACKROCK,06406HDD8,BANK NEW YORK INC MEDIU 2.6 17AUG20,170000,168451
919972,BLACKROCK,06406RAB3,BANK NEW YORK MEL 3.442 07FEB28 FRN,407000,396418
919972,BLACKROCK,06406RAE7,BANK NEW YORK MELLON C 2.95 29JAN23,175000,171155
919972,BLACKROCK,06406RAG2,BANK NEW YORK MELLON CO 3.5 28APR23,115000,114868
919972,BLACKROCK,06406YAA0,BANK NEW YORK MELLON CO 3.3 23AUG29,70000,64659
919972,BLACKROCK,06675FAF4,BANQUE FEDERATIVE 2.75 15OCT20 144A,200000,197612
919972,BLACKROCK,06738EAP0,BARCLAYS PLC 5.2 12MAY26,400000,394564
919972,BLACKROCK,06739GBP3,BARCLAYS B 5.14 14OCT20,100000,102624
919972,BLACKROCK,071813BR9,BAXTER INTL INC 1.7 15AUG21,140000,132945
919972,BLACKROCK,07274EAF0,BAYER US FIN LLC 3.0 08OCT21 144A,455000,447706
919972,BLACKROCK,07384MY48,BEAR STEARNS AR 3.82022 25OCT34 FRN,1250000,1166
919972,BLACKROCK,07401AAA5,BEAR STEARNS MT 2.15969 25SEP46 FRN,515000,172851
919972,BLACKROCK,075887BV0,BECTON DICKINSON + CO 3.363 06JUN24,250000,239658
919972,BLACKROCK,084659AD3,BERKSHIRE HATHAWAY ENER 3.5 01FEB25,20000,19791
919972,BLACKROCK,084659AM3,BERKSHIRE HATHAWAY ENE 3.25 15APR28,100000,95049
919972,BLACKROCK,084670BR8,BERKSHIRE HATHAWAY INC 2.75 15MAR23,25000,24448
919972,BLACKROCK,084670BS6,BERKSHIRE HATHAWAY IN 3.125 15MAR26,20000,19272
919972,BLACKROCK,092113AM1,BLACK HILLS CORP 3.15 15JAN27,20000,18454
919972,BLACKROCK,09659W2D5,BNP PARIBAS SR N 3.375 09JAN25 144A,200000,188864
919972,BLACKROCK,11134LAD1,BROADCOM CORP / BROADCO 3.0 15JAN22,310000,301323
919972,BLACKROCK,11134LAF6,BROADCOM CORP / BROAD 3.625 15JAN24,110000,106418
919972,BLACKROCK,11134LAH2,BROADCOM CORP / BROAD 3.875 15JAN27,285000,270442
919972,BLACKROCK,11134LAP4,BROADCOM CORP / BROAD 3.125 15JAN25,300000,278040
919972,BLACKROCK,118230AJ0,BUCKEYE PARTNERS L P 4.875 01FEB21,35000,35708
919972,BLACKROCK,118230AK7,BUCKEYE PARTNERS L P 4.15 01JUL23,80000,79172
919972,BLACKROCK,118230AQ4,BUCKEYE PARTNERS L P 3.95 01DEC26,40000,37022
919972,BLACKROCK,118230AR2,BUCKEYE PARTNERS L P 4.125 01DEC27,155000,143463
919972,BLACKROCK,12189LAV3,BURLINGTON NORTHN SANTA 3.0 01APR25,15000,14412
919972,BLACKROCK,125094AD4,CDP FINL INC 4.4 25NOV19 144A,545000,557633
919972,BLACKROCK,125354AA8,CGRBS COML MTG T 3.369 13MAR35 144A,360000,359437
919972,BLACKROCK,125509BU2,CIGNA CORP 3.25 15APR25,30000,28349
919972,BLACKROCK,125896BP4,CMS ENERGY CORP 3.6 15NOV25,140000,136815
919972,BLACKROCK,12594DAD0,CNH EQUIP TR 2016-B 1.63 15AUG21,140000,129662
919972,BLACKROCK,12595HAA6,COMM 2017-PANW M 3.244 10OCT29 144A,750000,731282
919972,BLACKROCK,12625XAA5,COMM 2013-300P M 4.353 10AUG30 144A,260000,269041
919972,BLACKROCK,12637BAD3,CNH EQUIP TR 2017-B 1.86 15SEP22,960000,942938
919972,BLACKROCK,126408HH9,CSX CORP 3.25 01JUN27,215000,202450
919972,BLACKROCK,126650CU2,CVS HEALTH CORP 2.875 01JUN26,100000,90865
919972,BLACKROCK,126650CV0,CVS HEALTH CORP 3.7 09MAR23,160000,159088
919972,BLACKROCK,126650CX6,CVS HEALTH CORP 4.3 25MAR28,530000,524986
919972,BLACKROCK,126650DA5,CVS HEALTH CORP 3.125 09MAR20,537000,536828
919972,BLACKROCK,126650DC1,CVS HEALTH CORP 3.35 09MAR21,91000,90984
919972,BLACKROCK,126802CR6,CABELAS CR C 2.56871 16AUG21 144A F,500000,500509
919972,BLACKROCK,126802DH7,CABELAS CR CARD MASTER 2.25 17JUL23,580000,571681
919972,BLACKROCK,136385AW1,CANADIAN NAT RES LTD 2.95 15JAN23,190000,183804
919972,BLACKROCK,14040HBJ3,CAPITAL ONE FINL CORP 4.2 29OCT25,200000,194724
919972,BLACKROCK,14040HBK0,CAPITAL ONE FINL CORP 3.75 28JUL26,130000,121172
919972,BLACKROCK,14040HBP9,CAPITAL ONE FINL CORP 2.5 12MAY20,180000,177401
919972,BLACKROCK,14041NFF3,CAPITAL ONE MULTI-ASSE 1.33 15JUN22,535000,525831
919972,BLACKROCK,14042E3Y4,CAPITAL ONE NATL ASSN 2.95 23JUL21,510000,501228
919972,BLACKROCK,14042RFH9,CAPITAL ONE NATL ASSN 2.35 31JAN20,550000,542597
919972,BLACKROCK,14987BAE3,CC HLDGS GS V LLC / C 3.849 15APR23,298000,294954
919972,BLACKROCK,151020AS3,CELGENE CORP 3.875 15AUG25,66000,64322
919972,BLACKROCK,151020BB9,CELGENE CORP 3.9 20FEB28,60000,57361
919972,BLACKROCK,161175AY0,CHARTER COMMUNICATION 4.908 23JUL25,300000,305097
919972,BLACKROCK,161175BB9,CHARTER COMMUNICATION 4.464 23JUL22,100000,101852
919972,BLACKROCK,161175BJ2,CHARTER COMMUNICATIONS 3.75 15FEB28,110001,99680
919972,BLACKROCK,161175BJ2,CHARTER COMMUNICATIONS 3.75 15FEB28,149999,135925
919972,BLACKROCK,161175BK9,CHARTER COMMUNICATIONS 4.2 15MAR28,155000,145195
919972,BLACKROCK,161571HF4,CHASE ISSUANCE TR 1.27 15JUL21,500000,492321
919972,BLACKROCK,165183BG8,CHESAPEAKE FDG II 3.04 15APR30 144A,1100000,1097379
919972,BLACKROCK,166764BG4,CHEVRON CORP NEW 2.1 16MAY21,70000,68291
919972,BLACKROCK,166764BL3,CHEVRON CORP NEW 2.954 16MAY26,70000,66769
919972,BLACKROCK,166764BT6,CHEVRON CORP NEW 2.895 03MAR24,60000,58437
919972,BLACKROCK,171798AC5,CIMAREX ENERGY CO 4.375 01JUN24,239000,243340
919972,BLACKROCK,171798AD3,CIMAREX ENERGY CO 3.9 15MAY27,250000,241043
919972,BLACKROCK,17275RBH4,CISCO SYS INC 2.2 20SEP23,30000,28265
919972,BLACKROCK,172967KV2,CITIGROUP INC 2.35 02AUG21,295000,285483
919972,BLACKROCK,174610AN5,CITIZENS FINL GROUP I 2.375 28JUL21,75000,72565
919972,BLACKROCK,189754AC8,COACH INC 4.125 15JUL27,30000,28792
919972,BLACKROCK,191216AV2,COCA COLA CO 3.3 01SEP21,40000,40534
919972,BLACKROCK,191216BZ2,COCA COLA CO 2.25 01SEP26,40000,36084
919972,BLACKROCK,191241AD0,COCA-COLA FEMSA S A B 4.625 15FEB20,370000,379472
919972,BLACKROCK,195325BD6,COLOMBIA REP 8.125 21MAY24,150000,180450
919972,BLACKROCK,195325DL6,COLOMBIA REP 3.875 25APR27,355000,342575
919972,BLACKROCK,20030NBA8,COMCAST CORP NEW 5.15 01MAR20,390000,403771
919972,BLACKROCK,20030NBY6,COMCAST CORP NEW 3.3 01FEB27,76000,71452
919972,BLACKROCK,20030NBY6,COMCAST CORP NEW 3.3 01FEB27,214000,201194
919972,BLACKROCK,20030NCA7,COMCAST CORP NEW 3.15 15FEB28,20000,18444
919972,BLACKROCK,20047TAA7,COMM 2014-TW 2.7777 13FEB32 144A FR,740000,736632
919972,BLACKROCK,20271RAM2,COMMONWEALTH BK AUSTRAL 2.4 02NOV20,60000,58877
919972,BLACKROCK,20271RAM2,COMMONWEALTH BK AUSTRAL 2.4 02NOV20,190000,186445
919972,BLACKROCK,20605PAH4,CONCHO RES INC 3.75 01OCT27,240000,229848
919972,BLACKROCK,21036PAY4,CONSTELLATION BRANDS IN 3.6 15FEB28,105000,100001
919972,BLACKROCK,212015AL5,CONTINENTAL RES INC 4.5 15APR23,231000,234333
919972,BLACKROCK,21688AAF9,RABOBANK NEDERLAND 2.5 19JAN21,510000,500116
919972,BLACKROCK,21870LAA4,CORE INDL TR 2015 3.04 10FEB34 144A,100000,99292
919972,BLACKROCK,224044BW6,COX COMMUNICATION 3.25 15DEC22 144A,40000,39071
919972,BLACKROCK,224044CH8,COX COMMUNICATION 3.15 15AUG24 144A,235000,223123
919972,BLACKROCK,22530GAA5,CREDIT ACCEP AUTO 2.4 15FEB23 144A,520000,77685
919972,BLACKROCK,22530GAC1,CREDIT ACCEP AUTO 3.04 15AUG23 144A,420000,419997
919972,BLACKROCK,225313AE5,CREDIT AGRIC 6.625 31DEC49 144A FRN,200000,202500
919972,BLACKROCK,22534MAA8,CREDIT ACCEP AUTO 2.42 15NOV23 144A,320000,319471
919972,BLACKROCK,225401AB4,CREDIT SUISSE GR 3.574 09JAN23 144A,250000,245498
919972,BLACKROCK,225401AD0,CREDIT SUISS 2.997 14DEC23 144A FRN,250000,239988
